,Timestamp,Values
558,4/17/2020 6,322.4
559,4/17/2020 7,322.4
560,4/17/2020 8,322.4
561,4/17/2020 9,322.4
562,4/17/2020 10,322.4
563,4/17/2020 11,322.4
564,4/17/2020 12,322.4
565,4/17/2020 13,322.4
566,4/17/2020 14,322.4
567,4/17/2020 15,322.4
568,4/17/2020 16,322.4
569,4/17/2020 17,322.4
570,4/17/2020 18,322.4
571,4/17/2020 19,322.4
572,4/17/2020 20,322.4
573,4/17/2020 21,322.4
574,4/17/2020 22,322.4
575,4/17/2020 23,322.4
576,4/18/2020 0,322.4
577,4/18/2020 1,322.4
578,4/18/2020 2,322.4
579,4/18/2020 3,322.4
580,4/18/2020 4,322.4
581,4/18/2020 5,322.4
582,4/18/2020 6,322.4
583,4/18/2020 7,322.4
584,4/18/2020 8,322.4
585,4/18/2020 9,322.4
586,4/18/2020 10,322.4
587,4/18/2020 11,328.4
588,4/18/2020 12,328.6
589,4/18/2020 13,328.6
590,4/18/2020 14,328.6
591,4/18/2020 15,328.6
592,4/18/2020 16,328.6
593,4/18/2020 17,328.6
594,4/18/2020 18,328.6
595,4/18/2020 19,328.6
596,4/18/2020 20,328.6
597,4/18/2020 21,328.6
598,4/18/2020 22,328.6
599,4/18/2020 23,328.6
600,4/19/2020 0,328.6
601,4/19/2020 1,328.6
602,4/19/2020 2,328.6
603,4/19/2020 3,328.6
604,4/19/2020 4,328.6
605,4/19/2020 5,328.6
606,4/19/2020 6,328.6
607,4/19/2020 7,328.6
608,4/19/2020 8,328.6
609,4/19/2020 9,328.6
610,4/19/2020 10,328.6
611,4/19/2020 11,328.6
612,4/19/2020 12,332.8
613,4/19/2020 13,333.2
614,4/19/2020 14,334.2
615,4/19/2020 15,336.8
616,4/19/2020 16,338.2
617,4/19/2020 17,338.2
618,4/19/2020 18,338.4
619,4/19/2020 19,338.4
620,4/19/2020 20,338.4
621,4/19/2020 21,338.4
622,4/19/2020 22,338.4
623,4/19/2020 23,338.4
624,4/20/2020 0,338.4
625,4/20/2020 1,338.4
626,4/20/2020 2,338.4
627,4/20/2020 3,338.4
628,4/20/2020 4,338.4
629,4/20/2020 5,338.4
630,4/20/2020 6,338.4
631,4/20/2020 7,338.4
632,4/20/2020 8,338.4
633,4/20/2020 9,338.4
634,4/20/2020 10,338.4
635,4/20/2020 11,338.4
636,4/20/2020 12,338.4
637,4/20/2020 13,338.4
638,4/20/2020 14,338.4
639,4/20/2020 15,338.8
640,4/20/2020 16,338.8
641,4/20/2020 17,338.8
642,4/20/2020 18,338.8
643,4/20/2020 19,339.2
644,4/20/2020 20,339.2
645,4/20/2020 21,339.2
646,4/20/2020 22,339.2
647,4/20/2020 23,343.8
648,4/21/2020 0,344.0
649,4/21/2020 1,344.0
650,4/21/2020 2,344.0
651,4/21/2020 3,344.0
652,4/21/2020 4,344.0
653,4/21/2020 5,344.0
654,4/21/2020 6,344.0
655,4/21/2020 7,344.0
656,4/21/2020 8,344.0
657,4/21/2020 9,344.0
658,4/21/2020 10,344.0
659,4/21/2020 11,344.0
660,4/21/2020 12,344.0
661,4/21/2020 13,344.0
662,4/21/2020 14,344.0
663,4/21/2020 15,344.0
664,4/21/2020 16,344.0
665,4/21/2020 17,344.0
666,4/21/2020 18,344.0
667,4/21/2020 19,344.0
668,4/21/2020 20,344.0
669,4/21/2020 21,344.0
670,4/21/2020 22,344.0
671,4/21/2020 23,344.0
672,4/22/2020 0,344.0
673,4/22/2020 1,344.0
674,4/22/2020 2,344.0
675,4/22/2020 3,344.0
676,4/22/2020 4,344.0
677,4/22/2020 5,344.0
678,4/22/2020 6,344.0
679,4/22/2020 7,344.0
680,4/22/2020 8,344.0
681,4/22/2020 9,344.0
682,4/22/2020 10,344.0
683,4/22/2020 11,344.0
684,4/22/2020 12,344.0
685,4/22/2020 13,344.0
686,4/22/2020 14,344.0
687,4/22/2020 15,344.0
688,4/22/2020 16,344.0
689,4/22/2020 17,344.0
690,4/22/2020 18,344.0
691,4/22/2020 19,344.0
692,4/22/2020 20,344.0
693,4/22/2020 21,344.0
694,4/22/2020 22,344.0
695,4/22/2020 23,344.0
696,4/23/2020 0,344.0
697,4/23/2020 1,344.0
698,4/23/2020 2,344.0
699,4/23/2020 3,344.0
700,4/23/2020 4,344.0
701,4/23/2020 5,344.0
702,4/23/2020 6,344.0
703,4/23/2020 7,344.0
704,4/23/2020 8,344.0
705,4/23/2020 9,344.0
706,4/23/2020 10,344.0
707,4/23/2020 11,344.0
708,4/23/2020 12,344.0
709,4/23/2020 13,344.0
710,4/23/2020 14,344.0
711,4/23/2020 15,347.0
712,4/23/2020 16,347.0
713,4/23/2020 17,347.4
714,4/23/2020 18,347.8
715,4/23/2020 19,347.8
716,4/23/2020 20,347.8
717,4/23/2020 21,347.8
718,4/23/2020 22,347.8
719,4/23/2020 23,347.8
720,4/24/2020 0,347.8
721,4/24/2020 1,347.8
722,4/24/2020 2,347.8
723,4/24/2020 3,347.8
724,4/24/2020 4,347.8
725,4/24/2020 5,347.8
726,4/24/2020 6,347.8
727,4/24/2020 7,347.8
728,4/24/2020 8,347.8
729,4/24/2020 9,347.8
730,4/24/2020 10,347.8
731,4/24/2020 11,347.8
732,4/24/2020 12,347.8
733,4/24/2020 13,347.8
734,4/24/2020 14,347.8
735,4/24/2020 15,347.8
736,4/24/2020 16,347.8
737,4/24/2020 17,347.8
738,4/24/2020 18,347.8
739,4/24/2020 19,347.8
740,4/24/2020 20,347.8
741,4/24/2020 21,347.8
742,4/24/2020 22,348.0
743,4/24/2020 23,348.0
744,4/25/2020 0,348.0
745,4/25/2020 1,348.0
746,4/25/2020 2,348.0
747,4/25/2020 3,348.0
748,4/25/2020 4,348.0
749,4/25/2020 5,348.0
750,4/25/2020 6,348.0
751,4/25/2020 7,348.0
752,4/25/2020 8,348.0
753,4/25/2020 9,348.0
754,4/25/2020 10,348.0
755,4/25/2020 11,348.0
756,4/25/2020 12,348.0
757,4/25/2020 13,348.0
758,4/25/2020 14,348.0
759,4/25/2020 15,348.0
760,4/25/2020 16,348.0
761,4/25/2020 17,348.0
762,4/25/2020 18,348.0
763,4/25/2020 19,348.0
764,4/25/2020 20,348.0
765,4/25/2020 21,348.0
766,4/25/2020 22,348.0
767,4/25/2020 23,348.0
768,4/26/2020 0,348.0
769,4/26/2020 1,348.0
770,4/26/2020 2,348.0
771,4/26/2020 3,348.0
772,4/26/2020 4,348.0
773,4/26/2020 5,348.0
774,4/26/2020 6,348.0
775,4/26/2020 7,348.0
776,4/26/2020 8,348.0
777,4/26/2020 9,348.0
778,4/26/2020 10,348.0
779,4/26/2020 11,348.0
780,4/26/2020 12,348.0
781,4/26/2020 13,348.0
782,4/26/2020 14,349.2
783,4/26/2020 15,349.2
784,4/26/2020 16,349.2
785,4/26/2020 17,349.2
786,4/26/2020 18,349.2
787,4/26/2020 19,349.2
788,4/26/2020 20,349.2
789,4/26/2020 21,349.2
790,4/26/2020 22,349.2
791,4/26/2020 23,349.2
792,4/27/2020 0,349.2
793,4/27/2020 1,349.2
794,4/27/2020 2,349.2
795,4/27/2020 3,349.2
796,4/27/2020 4,349.2
797,4/27/2020 5,349.2
798,4/27/2020 6,349.2
799,4/27/2020 7,349.2
800,4/27/2020 8,349.2
801,4/27/2020 9,349.2
802,4/27/2020 10,349.2
803,4/27/2020 11,349.2
804,4/27/2020 12,349.2
805,4/27/2020 13,349.2
806,4/27/2020 14,349.2
807,4/27/2020 15,349.2
808,4/27/2020 16,349.2
809,4/27/2020 17,349.2
810,4/27/2020 18,349.2
811,4/27/2020 19,349.2
812,4/27/2020 20,349.2
813,4/27/2020 21,349.2
814,4/27/2020 22,349.2
815,4/27/2020 23,349.2
816,4/28/2020 0,349.2
817,4/28/2020 1,349.2
818,4/28/2020 2,349.2
819,4/28/2020 3,349.2
820,4/28/2020 4,349.2
821,4/28/2020 5,349.2
822,4/28/2020 6,349.2
823,4/28/2020 7,349.2
824,4/28/2020 8,349.2
825,4/28/2020 9,349.2
826,4/28/2020 10,349.2
827,4/28/2020 11,349.2
828,4/28/2020 12,349.2
829,4/28/2020 13,349.2
830,4/28/2020 14,349.2
831,4/28/2020 15,349.2
832,4/28/2020 16,349.2
833,4/28/2020 17,349.2
834,4/28/2020 18,349.2
