,Timestamp,Values
77,10/4/2020 5,0.0
78,10/4/2020 6,0.0
79,10/4/2020 7,0.0
80,10/4/2020 8,0.0
81,10/4/2020 9,0.0
82,10/4/2020 10,0.0
83,10/4/2020 11,0.0
84,10/4/2020 12,0.0
85,10/4/2020 13,0.0
86,10/4/2020 14,0.0
87,10/4/2020 15,0.0
88,10/4/2020 16,0.0
89,10/4/2020 17,0.0
90,10/4/2020 18,0.0
91,10/4/2020 19,0.0
92,10/4/2020 20,0.0
93,10/4/2020 21,0.0
94,10/4/2020 22,0.008
95,10/4/2020 23,0.008
96,10/5/2020 0,0.008
97,10/5/2020 1,0.008
98,10/5/2020 2,0.008
99,10/5/2020 3,0.008
100,10/5/2020 4,0.008
101,10/5/2020 5,0.008
102,10/5/2020 6,0.008
103,10/5/2020 7,0.008
104,10/5/2020 8,0.008
105,10/5/2020 9,0.008
106,10/5/2020 10,0.008
107,10/5/2020 11,0.008
108,10/5/2020 12,0.008
109,10/5/2020 13,0.008
110,10/5/2020 14,0.0
111,10/5/2020 15,0.0
112,10/5/2020 16,0.0
113,10/5/2020 17,0.0
114,10/5/2020 18,0.008
115,10/5/2020 19,0.552
116,10/5/2020 20,0.68
117,10/5/2020 21,0.8
118,10/5/2020 22,0.848
119,10/5/2020 23,0.856
120,10/6/2020 0,0.856
121,10/6/2020 1,0.856
122,10/6/2020 2,0.856
123,10/6/2020 3,0.856
124,10/6/2020 4,0.856
125,10/6/2020 5,0.856
126,10/6/2020 6,0.856
127,10/6/2020 7,0.856
128,10/6/2020 8,0.856
129,10/6/2020 9,0.856
130,10/6/2020 10,0.856
131,10/6/2020 11,0.856
132,10/6/2020 12,0.856
133,10/6/2020 13,0.856
134,10/6/2020 14,0.0
135,10/6/2020 15,0.0
136,10/6/2020 16,0.0
137,10/6/2020 17,0.0
138,10/6/2020 18,0.0
139,10/6/2020 19,0.35200000000000004
140,10/6/2020 20,0.368
141,10/6/2020 21,0.376
142,10/6/2020 22,0.376
143,10/6/2020 23,0.376
144,10/7/2020 0,0.376
145,10/7/2020 1,0.376
146,10/7/2020 2,0.376
147,10/7/2020 3,0.376
148,10/7/2020 4,0.376
149,10/7/2020 5,0.392
150,10/7/2020 6,0.4
151,10/7/2020 7,0.4
152,10/7/2020 8,0.4
153,10/7/2020 9,0.4
154,10/7/2020 10,0.448
155,10/7/2020 11,0.472
156,10/7/2020 12,0.472
157,10/7/2020 13,0.472
158,10/7/2020 14,0.0
159,10/7/2020 15,0.0
160,10/7/2020 16,0.0
161,10/7/2020 17,0.0
162,10/7/2020 18,0.0
163,10/7/2020 19,0.0
164,10/7/2020 20,0.0
165,10/7/2020 21,0.0
166,10/7/2020 22,0.0
167,10/7/2020 23,0.0
168,10/8/2020 0,0.0
169,10/8/2020 1,0.0
170,10/8/2020 2,0.0
171,10/8/2020 3,0.0
172,10/8/2020 4,0.0
173,10/8/2020 5,0.0
174,10/8/2020 6,0.0
175,10/8/2020 7,0.0
176,10/8/2020 8,0.0
177,10/8/2020 9,0.0
178,10/8/2020 10,0.0
179,10/8/2020 11,0.0
180,10/8/2020 12,0.0
181,10/8/2020 13,0.0
182,10/8/2020 14,0.0
183,10/8/2020 15,0.2
184,10/8/2020 16,0.472
185,10/8/2020 17,0.472
186,10/8/2020 18,0.472
187,10/8/2020 19,0.472
188,10/8/2020 20,0.472
189,10/8/2020 21,0.472
190,10/8/2020 22,0.472
191,10/8/2020 23,0.472
192,10/9/2020 0,0.472
193,10/9/2020 1,0.472
194,10/9/2020 2,0.472
195,10/9/2020 3,0.472
196,10/9/2020 4,0.472
197,10/9/2020 5,0.472
198,10/9/2020 6,0.472
199,10/9/2020 7,0.472
200,10/9/2020 8,0.472
201,10/9/2020 9,0.472
202,10/9/2020 10,0.472
203,10/9/2020 11,0.472
204,10/9/2020 12,0.472
205,10/9/2020 13,0.472
206,10/9/2020 14,0.0
207,10/9/2020 15,0.0
208,10/9/2020 16,0.0
209,10/9/2020 17,0.0
210,10/9/2020 18,0.0
211,10/9/2020 19,0.0
212,10/9/2020 20,0.0
213,10/9/2020 21,0.0
214,10/9/2020 22,0.0
215,10/9/2020 23,0.92
216,10/10/2020 0,0.92
217,10/10/2020 1,1.1840000000000002
218,10/10/2020 2,1.192
219,10/10/2020 3,1.192
220,10/10/2020 4,1.192
221,10/10/2020 5,1.192
222,10/10/2020 6,1.192
223,10/10/2020 7,1.192
224,10/10/2020 8,1.192
225,10/10/2020 9,1.192
226,10/10/2020 10,1.192
227,10/10/2020 11,1.192
228,10/10/2020 12,1.192
229,10/10/2020 13,1.192
230,10/10/2020 14,0.0
231,10/10/2020 15,0.0
232,10/10/2020 16,0.0
233,10/10/2020 17,0.0
234,10/10/2020 18,0.016
235,10/10/2020 19,0.016
236,10/10/2020 20,0.016
237,10/10/2020 21,0.016
238,10/10/2020 22,0.016
239,10/10/2020 23,0.016
240,10/11/2020 0,0.016
241,10/11/2020 1,0.016
242,10/11/2020 2,0.016
243,10/11/2020 3,0.016
244,10/11/2020 4,0.016
245,10/11/2020 5,0.016
246,10/11/2020 6,0.016
247,10/11/2020 7,0.016
248,10/11/2020 8,0.016
249,10/11/2020 9,0.016
250,10/11/2020 10,0.016
251,10/11/2020 11,0.016
252,10/11/2020 12,0.016
253,10/11/2020 13,0.016
254,10/11/2020 14,0.0
255,10/11/2020 15,0.0
256,10/11/2020 16,0.0
257,10/11/2020 17,0.0
258,10/11/2020 18,0.024
259,10/11/2020 19,0.04
260,10/11/2020 20,0.04
261,10/11/2020 21,0.04
262,10/11/2020 22,0.04
263,10/11/2020 23,0.04
264,10/12/2020 0,0.04
265,10/12/2020 1,0.04
266,10/12/2020 2,0.04
267,10/12/2020 3,0.04
268,10/12/2020 4,0.04
269,10/12/2020 5,0.04
270,10/12/2020 6,0.04
271,10/12/2020 7,0.04
272,10/12/2020 8,0.04
273,10/12/2020 9,0.04
274,10/12/2020 10,0.04
275,10/12/2020 11,0.04
276,10/12/2020 12,0.04
277,10/12/2020 13,0.04
278,10/12/2020 14,0.0
279,10/12/2020 15,0.0
280,10/12/2020 16,0.0
281,10/12/2020 17,0.0
282,10/12/2020 18,0.0
283,10/12/2020 19,0.0
284,10/12/2020 20,0.0
285,10/12/2020 21,0.0
286,10/12/2020 22,0.008
287,10/12/2020 23,0.07200000000000001
288,10/13/2020 0,0.08
289,10/13/2020 1,0.08
290,10/13/2020 2,0.08
291,10/13/2020 3,0.08
292,10/13/2020 4,0.08
293,10/13/2020 5,0.08
294,10/13/2020 6,0.08
295,10/13/2020 7,0.08
296,10/13/2020 8,0.08
297,10/13/2020 9,0.08
298,10/13/2020 10,0.08
299,10/13/2020 11,0.08
300,10/13/2020 12,0.08
301,10/13/2020 13,0.08
302,10/13/2020 14,0.0
303,10/13/2020 15,0.0
304,10/13/2020 16,0.0
305,10/13/2020 17,0.0
306,10/13/2020 18,0.0
307,10/13/2020 19,0.0
308,10/13/2020 20,0.0
309,10/13/2020 21,0.0
310,10/13/2020 22,0.0
311,10/13/2020 23,0.0
312,10/14/2020 0,0.0
313,10/14/2020 1,0.0
314,10/14/2020 2,0.0
315,10/14/2020 3,0.0
316,10/14/2020 4,0.0
317,10/14/2020 5,0.0
318,10/14/2020 6,0.0
319,10/14/2020 7,0.0
320,10/14/2020 8,0.0
321,10/14/2020 9,0.0
322,10/14/2020 10,0.0
323,10/14/2020 11,0.0
324,10/14/2020 12,0.0
325,10/14/2020 13,0.0
326,10/14/2020 14,0.0
327,10/14/2020 15,0.5920000000000001
328,10/14/2020 16,0.88
329,10/14/2020 17,1.072
330,10/14/2020 18,1.128
331,10/14/2020 19,1.136
332,10/14/2020 20,1.136
333,10/14/2020 21,1.136
334,10/14/2020 22,1.136
335,10/14/2020 23,1.136
336,10/15/2020 0,1.136
337,10/15/2020 1,1.136
338,10/15/2020 2,1.136
339,10/15/2020 3,1.136
340,10/15/2020 4,1.136
341,10/15/2020 5,1.136
342,10/15/2020 6,1.136
343,10/15/2020 7,1.136
344,10/15/2020 8,1.136
345,10/15/2020 9,1.136
346,10/15/2020 10,1.136
347,10/15/2020 11,1.136
348,10/15/2020 12,1.136
349,10/15/2020 13,1.136
350,10/15/2020 14,0.0
351,10/15/2020 15,0.0
352,10/15/2020 16,0.0
353,10/15/2020 17,0.0
354,10/15/2020 18,0.0
355,10/15/2020 19,0.016
356,10/15/2020 20,0.016
357,10/15/2020 21,0.016
358,10/15/2020 22,0.016
359,10/15/2020 23,0.016
360,10/16/2020 0,0.016
361,10/16/2020 1,0.016
362,10/16/2020 2,0.016
363,10/16/2020 3,0.016
364,10/16/2020 4,0.016
365,10/16/2020 5,0.016
366,10/16/2020 6,0.016
367,10/16/2020 7,0.016
368,10/16/2020 8,0.016
369,10/16/2020 9,0.016
370,10/16/2020 10,0.016
371,10/16/2020 11,0.016
372,10/16/2020 12,0.016
373,10/16/2020 13,0.08800000000000001
374,10/16/2020 14,0.0
375,10/16/2020 15,0.0
376,10/16/2020 16,0.0
377,10/16/2020 17,0.0
378,10/16/2020 18,0.0
379,10/16/2020 19,0.0
380,10/16/2020 20,0.0
381,10/16/2020 21,0.0
382,10/16/2020 22,0.0
383,10/16/2020 23,0.0
384,10/17/2020 0,0.0
385,10/17/2020 1,0.0
386,10/17/2020 2,0.0
387,10/17/2020 3,0.0
388,10/17/2020 4,0.0
389,10/17/2020 5,0.0
390,10/17/2020 6,0.0
391,10/17/2020 7,0.0
392,10/17/2020 8,0.0
393,10/17/2020 9,0.0
394,10/17/2020 10,0.0
395,10/17/2020 11,0.0
396,10/17/2020 12,0.0
397,10/17/2020 13,0.0
398,10/17/2020 14,0.0
399,10/17/2020 15,0.016
400,10/17/2020 16,0.016
401,10/17/2020 17,0.016
402,10/17/2020 18,0.032
403,10/17/2020 19,0.048
404,10/17/2020 20,0.048
405,10/17/2020 21,0.048
406,10/17/2020 22,0.048
407,10/17/2020 23,0.048
408,10/18/2020 0,0.048
409,10/18/2020 1,0.048
410,10/18/2020 2,0.048
411,10/18/2020 3,0.048
412,10/18/2020 4,0.048
413,10/18/2020 5,0.048
414,10/18/2020 6,0.048
415,10/18/2020 7,0.048
416,10/18/2020 8,0.048
417,10/18/2020 9,0.048
418,10/18/2020 10,0.048
419,10/18/2020 11,0.048
420,10/18/2020 12,0.048
421,10/18/2020 13,0.048
422,10/18/2020 14,0.0
423,10/18/2020 15,0.008
424,10/18/2020 16,0.016
425,10/18/2020 17,0.016
426,10/18/2020 18,0.016
427,10/18/2020 19,0.032
428,10/18/2020 20,0.04
429,10/18/2020 21,0.04
430,10/18/2020 22,0.04
431,10/18/2020 23,0.04
432,10/19/2020 0,0.04
433,10/19/2020 1,0.04
434,10/19/2020 2,0.04
435,10/19/2020 3,0.04
436,10/19/2020 4,0.04
437,10/19/2020 5,0.04
438,10/19/2020 6,0.04
439,10/19/2020 7,0.04
440,10/19/2020 8,0.04
441,10/19/2020 9,0.04
442,10/19/2020 10,0.04
443,10/19/2020 11,0.04
444,10/19/2020 12,0.04
445,10/19/2020 13,0.04
446,10/19/2020 14,0.0
447,10/19/2020 15,0.0
448,10/19/2020 16,0.0
449,10/19/2020 17,0.0
450,10/19/2020 18,0.0
451,10/19/2020 19,0.0
452,10/19/2020 20,0.008
453,10/19/2020 21,0.008
454,10/19/2020 22,0.008
455,10/19/2020 23,0.008
456,10/20/2020 0,0.008
457,10/20/2020 1,0.008
458,10/20/2020 2,0.008
459,10/20/2020 3,0.008
460,10/20/2020 4,0.008
461,10/20/2020 5,0.008
462,10/20/2020 6,0.008
463,10/20/2020 7,0.008
464,10/20/2020 8,0.008
465,10/20/2020 9,0.008
466,10/20/2020 10,0.008
467,10/20/2020 11,0.008
468,10/20/2020 12,0.344
469,10/20/2020 13,0.464
470,10/20/2020 14,0.0
471,10/20/2020 15,0.264
472,10/20/2020 16,0.368
473,10/20/2020 17,0.368
474,10/20/2020 18,0.376
475,10/20/2020 19,0.384
476,10/20/2020 20,0.384
477,10/20/2020 21,0.384
478,10/20/2020 22,0.384
479,10/20/2020 23,0.384
480,10/21/2020 0,0.384
481,10/21/2020 1,0.384
482,10/21/2020 2,0.384
483,10/21/2020 3,0.384
484,10/21/2020 4,0.384
485,10/21/2020 5,0.384
486,10/21/2020 6,0.384
487,10/21/2020 7,0.384
488,10/21/2020 8,0.384
489,10/21/2020 9,0.384
490,10/21/2020 10,0.384
491,10/21/2020 11,0.384
492,10/21/2020 12,0.384
493,10/21/2020 13,0.416
494,10/21/2020 14,0.0
495,10/21/2020 15,0.0
496,10/21/2020 16,0.0
497,10/21/2020 17,0.0
498,10/21/2020 18,0.0
499,10/21/2020 19,0.0
500,10/21/2020 20,0.0
501,10/21/2020 21,0.0
502,10/21/2020 22,0.0
503,10/21/2020 23,0.0
504,10/22/2020 0,0.0
505,10/22/2020 1,0.008
506,10/22/2020 2,0.016
507,10/22/2020 3,0.024
508,10/22/2020 4,0.024
509,10/22/2020 5,0.024
510,10/22/2020 6,0.024
511,10/22/2020 7,0.024
512,10/22/2020 8,0.024
513,10/22/2020 9,0.024
514,10/22/2020 10,0.024
515,10/22/2020 11,0.024
516,10/22/2020 12,0.024
517,10/22/2020 13,0.024
518,10/22/2020 14,0.0
519,10/22/2020 15,0.0
520,10/22/2020 16,0.0
521,10/22/2020 17,0.0
522,10/22/2020 18,0.0
523,10/22/2020 19,0.0
524,10/22/2020 20,0.0
525,10/22/2020 21,0.0
526,10/22/2020 22,0.0
527,10/22/2020 23,0.0
528,10/23/2020 0,0.0
529,10/23/2020 1,0.0
530,10/23/2020 2,0.0
531,10/23/2020 3,0.0
532,10/23/2020 4,0.0
533,10/23/2020 5,0.0
534,10/23/2020 6,0.0
535,10/23/2020 7,0.0
536,10/23/2020 8,0.0
537,10/23/2020 9,0.0
538,10/23/2020 10,0.0
539,10/23/2020 11,0.0
540,10/23/2020 12,0.0
541,10/23/2020 13,0.0
542,10/23/2020 14,0.0
543,10/23/2020 15,0.0
544,10/23/2020 16,0.048
545,10/23/2020 17,0.048
546,10/23/2020 18,0.08800000000000001
547,10/23/2020 19,0.128
548,10/23/2020 20,0.136
549,10/23/2020 21,0.136
550,10/23/2020 22,0.136
551,10/23/2020 23,0.136
552,10/24/2020 0,0.136
553,10/24/2020 1,0.136
554,10/24/2020 2,0.136
555,10/24/2020 3,0.136
556,10/24/2020 4,0.136
557,10/24/2020 5,0.136
558,10/24/2020 6,0.136
559,10/24/2020 7,0.136
560,10/24/2020 8,0.136
561,10/24/2020 9,0.136
562,10/24/2020 10,0.136
563,10/24/2020 11,0.136
564,10/24/2020 12,0.136
565,10/24/2020 13,0.256
566,10/24/2020 14,0.0
567,10/24/2020 15,0.0
568,10/24/2020 16,0.0
569,10/24/2020 17,0.0
570,10/24/2020 18,0.0
571,10/24/2020 19,0.0
572,10/24/2020 20,0.0
573,10/24/2020 21,0.0
574,10/24/2020 22,0.0
575,10/24/2020 23,0.0
576,10/25/2020 0,0.0
577,10/25/2020 1,0.0
578,10/25/2020 2,0.0
579,10/25/2020 3,0.0
580,10/25/2020 4,0.0
581,10/25/2020 5,0.0
582,10/25/2020 6,0.0
583,10/25/2020 7,0.0
584,10/25/2020 8,0.0
585,10/25/2020 9,0.0
586,10/25/2020 10,0.0
587,10/25/2020 11,0.0
588,10/25/2020 12,0.0
589,10/25/2020 13,0.0
590,10/25/2020 14,0.0
591,10/25/2020 15,0.0
592,10/25/2020 16,0.0
593,10/25/2020 17,0.0
594,10/25/2020 18,0.0
595,10/25/2020 19,0.0
596,10/25/2020 20,0.0
597,10/25/2020 21,0.0
598,10/25/2020 22,0.0
599,10/25/2020 23,0.0
600,10/26/2020 0,0.0
601,10/26/2020 1,0.0
602,10/26/2020 2,0.0
603,10/26/2020 3,0.0
604,10/26/2020 4,0.0
605,10/26/2020 5,0.0
606,10/26/2020 6,0.0
607,10/26/2020 7,0.0
608,10/26/2020 8,0.0
609,10/26/2020 9,0.008
610,10/26/2020 10,0.008
611,10/26/2020 11,0.008
612,10/26/2020 12,0.008
613,10/26/2020 13,0.008
614,10/26/2020 14,0.0
615,10/26/2020 15,0.16
616,10/26/2020 16,0.248
617,10/26/2020 17,0.264
618,10/26/2020 18,0.272
619,10/26/2020 19,0.272
620,10/26/2020 20,0.272
621,10/26/2020 21,0.272
622,10/26/2020 22,0.272
623,10/26/2020 23,0.272
624,10/27/2020 0,0.272
625,10/27/2020 1,0.272
626,10/27/2020 2,0.272
627,10/27/2020 3,0.272
628,10/27/2020 4,0.272
629,10/27/2020 5,0.272
630,10/27/2020 6,0.272
631,10/27/2020 7,0.272
632,10/27/2020 8,0.272
633,10/27/2020 9,0.272
634,10/27/2020 10,0.272
635,10/27/2020 11,0.272
636,10/27/2020 12,0.272
637,10/27/2020 13,0.272
638,10/27/2020 14,0.0
639,10/27/2020 15,0.0
640,10/27/2020 16,0.752
641,10/27/2020 17,0.8959999999999999
642,10/27/2020 18,1.096
643,10/27/2020 19,1.144
644,10/27/2020 20,1.176
645,10/27/2020 21,1.176
646,10/27/2020 22,1.176
647,10/27/2020 23,1.176
648,10/28/2020 0,1.176
649,10/28/2020 1,1.176
650,10/28/2020 2,1.176
651,10/28/2020 3,1.176
652,10/28/2020 4,1.176
653,10/28/2020 5,1.176
654,10/28/2020 6,1.176
655,10/28/2020 7,1.176
656,10/28/2020 8,1.176
657,10/28/2020 9,1.176
658,10/28/2020 10,1.176
659,10/28/2020 11,1.176
660,10/28/2020 12,1.176
661,10/28/2020 13,1.1840000000000002
662,10/28/2020 14,0.0
663,10/28/2020 15,0.0
664,10/28/2020 16,0.0
665,10/28/2020 17,0.0
666,10/28/2020 18,0.0
667,10/28/2020 19,0.0
668,10/28/2020 20,0.0
669,10/28/2020 21,0.0
670,10/28/2020 22,0.0
671,10/28/2020 23,0.0
672,10/29/2020 0,0.136
673,10/29/2020 1,0.448
674,10/29/2020 2,0.448
675,10/29/2020 3,0.456
676,10/29/2020 4,0.456
677,10/29/2020 5,0.456
678,10/29/2020 6,0.456
679,10/29/2020 7,0.456
680,10/29/2020 8,0.456
681,10/29/2020 9,0.456
682,10/29/2020 10,0.456
683,10/29/2020 11,0.456
684,10/29/2020 12,0.456
685,10/29/2020 13,0.456
686,10/29/2020 14,0.0
687,10/29/2020 15,0.0
688,10/29/2020 16,0.0
689,10/29/2020 17,0.0
690,10/29/2020 18,0.0
691,10/29/2020 19,0.0
692,10/29/2020 20,0.0
693,10/29/2020 21,0.0
694,10/29/2020 22,0.0
695,10/29/2020 23,0.0
696,10/30/2020 0,0.0
697,10/30/2020 1,0.0
698,10/30/2020 2,0.0
699,10/30/2020 3,0.0
700,10/30/2020 4,0.0
701,10/30/2020 5,0.0
702,10/30/2020 6,0.0
703,10/30/2020 7,0.0
704,10/30/2020 8,0.0
705,10/30/2020 9,0.0
706,10/30/2020 10,0.0
707,10/30/2020 11,0.0
708,10/30/2020 12,0.0
709,10/30/2020 13,0.0
710,10/30/2020 14,0.0
711,10/30/2020 15,0.0
712,10/30/2020 16,0.0
713,10/30/2020 17,0.0
714,10/30/2020 18,0.0
715,10/30/2020 19,0.0
716,10/30/2020 20,0.0
717,10/30/2020 21,0.0
718,10/30/2020 22,0.0
719,10/30/2020 23,0.0
720,10/31/2020 0,0.0
721,10/31/2020 1,0.0
722,10/31/2020 2,0.016
723,10/31/2020 3,0.048
724,10/31/2020 4,0.048
725,10/31/2020 5,0.7759999999999999
726,10/31/2020 6,0.7759999999999999
727,10/31/2020 7,0.7759999999999999
728,10/31/2020 8,0.7759999999999999
729,10/31/2020 9,0.7759999999999999
730,10/31/2020 10,0.7759999999999999
731,10/31/2020 11,0.7759999999999999
732,10/31/2020 12,0.7759999999999999
733,10/31/2020 13,0.7759999999999999
734,10/31/2020 14,0.0
735,10/31/2020 15,0.0
736,10/31/2020 16,0.0
737,10/31/2020 17,0.0
738,10/31/2020 18,0.0
739,10/31/2020 19,0.0
740,10/31/2020 20,0.0
741,10/31/2020 21,0.0
742,10/31/2020 22,0.0
743,10/31/2020 23,0.0
744,11/1/2020 0,0.0
745,11/1/2020 1,0.0
746,11/1/2020 2,0.0
747,11/1/2020 3,0.0
748,11/1/2020 4,0.0
749,11/1/2020 5,0.0
750,11/1/2020 6,0.0
751,11/1/2020 7,0.0
752,11/1/2020 8,0.0
753,11/1/2020 9,0.0
754,11/1/2020 10,0.0
755,11/1/2020 11,0.0
756,11/1/2020 12,0.0
757,11/1/2020 13,0.0
758,11/1/2020 14,0.0
759,11/1/2020 15,0.528
760,11/1/2020 17,0.528
761,11/1/2020 18,0.528
762,11/1/2020 19,0.528
763,11/1/2020 20,0.528
764,11/1/2020 21,0.528
765,11/1/2020 22,0.528
766,11/1/2020 23,0.528
767,11/2/2020 0,0.528
768,11/2/2020 1,0.528
769,11/2/2020 2,0.528
770,11/2/2020 3,0.528
771,11/2/2020 4,0.528
772,11/2/2020 5,0.528
773,11/2/2020 6,0.528
774,11/2/2020 7,0.528
775,11/2/2020 8,0.528
776,11/2/2020 9,0.528
777,11/2/2020 10,0.528
778,11/2/2020 11,0.528
779,11/2/2020 12,0.552
780,11/2/2020 13,0.7759999999999999
781,11/2/2020 14,0.7759999999999999
782,11/2/2020 15,0.0
783,11/2/2020 16,0.0
784,11/2/2020 17,0.0
785,11/2/2020 18,0.0
786,11/2/2020 19,0.0
787,11/2/2020 20,0.0
788,11/2/2020 21,0.0
789,11/2/2020 22,0.0
790,11/2/2020 23,0.0
791,11/3/2020 0,0.0
792,11/3/2020 1,0.0
793,11/3/2020 2,0.0
794,11/3/2020 3,0.0
795,11/3/2020 4,0.0
796,11/3/2020 5,0.0
797,11/3/2020 6,0.0
798,11/3/2020 7,0.0
799,11/3/2020 8,0.0
800,11/3/2020 9,0.0
801,11/3/2020 10,0.0
802,11/3/2020 11,0.0
803,11/3/2020 12,0.0
804,11/3/2020 13,0.0
805,11/3/2020 14,0.0
806,11/3/2020 15,0.0
807,11/3/2020 16,0.0
808,11/3/2020 17,0.0
809,11/3/2020 18,0.0
810,11/3/2020 19,0.0
811,11/3/2020 20,0.0
812,11/3/2020 21,0.0
813,11/3/2020 22,0.0
814,11/3/2020 23,0.0
815,11/4/2020 0,0.0
816,11/4/2020 1,0.0
817,11/4/2020 2,0.0
818,11/4/2020 3,0.0
819,11/4/2020 4,0.0
820,11/4/2020 5,0.0
821,11/4/2020 6,0.0
822,11/4/2020 7,0.0
823,11/4/2020 8,0.0
824,11/4/2020 9,0.0
825,11/4/2020 10,0.0
826,11/4/2020 11,0.0
827,11/4/2020 12,0.0
828,11/4/2020 13,0.0
829,11/4/2020 14,0.0
830,11/4/2020 15,0.0
831,11/4/2020 16,0.0
832,11/4/2020 17,0.0
833,11/4/2020 18,0.0
834,11/4/2020 19,0.0
835,11/4/2020 20,0.0
836,11/4/2020 21,0.0
837,11/4/2020 22,0.0
838,11/4/2020 23,0.0
839,11/5/2020 0,0.0
840,11/5/2020 1,0.0
841,11/5/2020 2,0.0
842,11/5/2020 3,0.0
843,11/5/2020 4,0.0
844,11/5/2020 5,0.0
845,11/5/2020 6,0.0
846,11/5/2020 7,0.0
847,11/5/2020 8,0.0
848,11/5/2020 9,0.0
849,11/5/2020 10,0.0
850,11/5/2020 11,0.0
851,11/5/2020 12,0.0
852,11/5/2020 13,0.0
853,11/5/2020 14,0.04
854,11/5/2020 15,0.0
855,11/5/2020 16,0.0
856,11/5/2020 17,0.032
857,11/5/2020 18,0.416
858,11/5/2020 19,0.4320000000000001
859,11/5/2020 20,0.4320000000000001
860,11/5/2020 21,0.4320000000000001
861,11/5/2020 22,0.4320000000000001
862,11/5/2020 23,0.4320000000000001
863,11/6/2020 0,0.4320000000000001
864,11/6/2020 1,0.4320000000000001
865,11/6/2020 2,0.4320000000000001
866,11/6/2020 3,0.4320000000000001
867,11/6/2020 4,0.4320000000000001
868,11/6/2020 5,0.4320000000000001
869,11/6/2020 6,0.4320000000000001
870,11/6/2020 7,0.4320000000000001
871,11/6/2020 8,0.4320000000000001
872,11/6/2020 9,0.4320000000000001
873,11/6/2020 10,0.4320000000000001
874,11/6/2020 11,0.4320000000000001
875,11/6/2020 12,0.472
876,11/6/2020 13,0.472
877,11/6/2020 14,0.688
878,11/6/2020 15,0.0
879,11/6/2020 16,0.0
880,11/6/2020 17,0.0
881,11/6/2020 18,0.056
882,11/6/2020 19,0.064
883,11/6/2020 20,0.07200000000000001
884,11/6/2020 21,0.07200000000000001
885,11/6/2020 22,0.07200000000000001
886,11/6/2020 23,0.07200000000000001
887,11/7/2020 0,0.07200000000000001
888,11/7/2020 1,0.07200000000000001
889,11/7/2020 2,0.07200000000000001
890,11/7/2020 3,0.07200000000000001
891,11/7/2020 4,0.07200000000000001
892,11/7/2020 5,0.07200000000000001
893,11/7/2020 6,0.07200000000000001
894,11/7/2020 7,0.07200000000000001
895,11/7/2020 8,0.07200000000000001
896,11/7/2020 9,0.07200000000000001
897,11/7/2020 10,0.07200000000000001
898,11/7/2020 11,0.07200000000000001
899,11/7/2020 12,0.07200000000000001
900,11/7/2020 13,0.07200000000000001
901,11/7/2020 14,0.07200000000000001
902,11/7/2020 15,0.0
903,11/7/2020 16,0.096
904,11/7/2020 17,0.16
905,11/7/2020 18,0.168
906,11/7/2020 19,0.184
907,11/7/2020 20,0.184
908,11/7/2020 21,0.2
909,11/7/2020 22,0.21600000000000005
910,11/7/2020 23,0.224
911,11/8/2020 0,0.224
